<<<<<<< HEAD
id,name,description,type_tax_use,type,amount,child_depend,parent_id:id,account_collected_id:id,account_paid_id:id,base_sign,tax_sign,base_code_id:id,tax_code_id:id,ref_base_sign,ref_tax_sign,ref_base_code_id:id,ref_tax_code_id:id,chart_template_id:id,sequence
lu_2011_tax_AP-EC-15-n,Achat Prestations 15% - Extracommunautaire (-),AP-EC-15-n,purchase,percent,-0.15,0,lu_2011_tax_AP-EC-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_AP-EC-15-n,1.0,1.0,,lu_tax_code_template_t_AP-EC-15-n,lu_2011_chart_1,1183
lu_2011_tax_AP-EC-15-p,Achat Prestations 15% - Extracommunautaire (+),AP-EC-15-p,purchase,percent,0.15,0,lu_2011_tax_AP-EC-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_AP-EC-15,lu_tax_code_template_t_AP-EC-15,-1.0,-1.0,lu_tax_code_template_b_AP-EC-15,lu_tax_code_template_t_AP-EC-15,lu_2011_chart_1,1184
lu_2015_tax_AP-EC-17,Achat Prestations 17% - Extracommunautaire,AP-EC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,185
lu_2015_tax_AP-EC-17-n,Achat Prestations 17% - Extracommunautaire (-),AP-EC-17-n,purchase,percent,-0.17,0,lu_2015_tax_AP-EC-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_AP-EC-17-n,1.0,1.0,,lu_tax_code_template_t_AP-EC-17-n,lu_2011_chart_1,1186
lu_2015_tax_AP-EC-17-p,Achat Prestations 17% - Extracommunautaire (+),AP-EC-17-p,purchase,percent,0.17,0,lu_2015_tax_AP-EC-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_AP-EC-17,lu_tax_code_template_t_AP-EC-17,-1.0,-1.0,lu_tax_code_template_b_AP-EC-17,lu_tax_code_template_t_AP-EC-17,lu_2011_chart_1,1187
lu_2011_tax_AP-EC-3,Achat Prestations 3% - Extracommunautaire,AP-EC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,188
lu_2011_tax_AP-EC-3-n,Achat Prestations 3% - Extracommunautaire (-),AP-EC-3-n,purchase,percent,-0.03,0,lu_2011_tax_AP-EC-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_AP-EC-3-n,1.0,1.0,,lu_tax_code_template_t_AP-EC-3-n,lu_2011_chart_1,1189
lu_2011_tax_AP-EC-3-p,Achat Prestations 3% - Extracommunautaire (+),AP-EC-3-p,purchase,percent,0.03,0,lu_2011_tax_AP-EC-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_AP-EC-3,lu_tax_code_template_t_AP-EC-3,-1.0,-1.0,lu_tax_code_template_b_AP-EC-3,lu_tax_code_template_t_AP-EC-3,lu_2011_chart_1,1190
lu_2011_tax_AP-EC-6,Achat Prestations 6% - Extracommunautaire,AP-EC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,191
lu_2011_tax_AP-EC-6-n,Achat Prestations 6% - Extracommunautaire (-),AP-EC-6-n,purchase,percent,-0.06,0,lu_2011_tax_AP-EC-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_AP-EC-6-n,1.0,1.0,,lu_tax_code_template_t_AP-EC-6-n,lu_2011_chart_1,1192
lu_2011_tax_AP-EC-6-p,Achat Prestations 6% - Extracommunautaire (+),AP-EC-6-p,purchase,percent,0.06,0,lu_2011_tax_AP-EC-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_AP-EC-6,lu_tax_code_template_t_AP-EC-6,-1.0,-1.0,lu_tax_code_template_b_AP-EC-6,lu_tax_code_template_t_AP-EC-6,lu_2011_chart_1,1193
lu_2015_tax_AP-EC-8,Achat Prestations 8% - Extracommunautaire,AP-EC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,194
lu_2015_tax_AP-EC-8-n,Achat Prestations 8% - Extracommunautaire (-),AP-EC-8-n,purchase,percent,-0.08,0,lu_2015_tax_AP-EC-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_AP-EC-8-n,1.0,1.0,,lu_tax_code_template_t_AP-EC-8-n,lu_2011_chart_1,1195
lu_2015_tax_AP-EC-8-p,Achat Prestations 8% - Extracommunautaire (+),AP-EC-8-p,purchase,percent,0.08,0,lu_2015_tax_AP-EC-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_AP-EC-8,lu_tax_code_template_t_AP-EC-8,-1.0,-1.0,lu_tax_code_template_b_AP-EC-8,lu_tax_code_template_t_AP-EC-8,lu_2011_chart_1,1196
lu_2011_tax_AP-IC-0,Achat Prestations Exonérées - Intracommunautaire,AP-IC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_AP-IC-0,,-1.0,-1.0,lu_tax_code_template_b_AP-IC-0,,lu_2011_chart_1,197
lu_2011_tax_AP-IC-12,Achat Prestations 12% - Intracommunautaire,AP-IC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,198
lu_2011_tax_AP-IC-12-n,Achat Prestations 12% - Intracommunautaire (-),AP-IC-12-n,purchase,percent,-0.12,0,lu_2011_tax_AP-IC-12,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-12-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-12-n,lu_2011_chart_1,1199
lu_2011_tax_AP-IC-12-p,Achat Prestations 12% - Intracommunautaire (+),AP-IC-12-p,purchase,percent,0.12,0,lu_2011_tax_AP-IC-12,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-12,lu_tax_code_template_t_AP-IC-12,-1.0,-1.0,lu_tax_code_template_b_AP-IC-12,lu_tax_code_template_t_AP-IC-12,lu_2011_chart_1,1200
lu_2015_tax_AP-IC-14,Achat Prestations 14% - Intracommunautaire,AP-IC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,201
lu_2015_tax_AP-IC-14-n,Achat Prestations 14% - Intracommunautaire (-),AP-IC-14-n,purchase,percent,-0.14,0,lu_2015_tax_AP-IC-14,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-14-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-14-n,lu_2011_chart_1,1202
lu_2015_tax_AP-IC-14-p,Achat Prestations 14% - Intracommunautaire (+),AP-IC-14-p,purchase,percent,0.14,0,lu_2015_tax_AP-IC-14,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-14,lu_tax_code_template_t_AP-IC-14,-1.0,-1.0,lu_tax_code_template_b_AP-IC-14,lu_tax_code_template_t_AP-IC-14,lu_2011_chart_1,1203
lu_2011_tax_AP-IC-15,Achat Prestations 15% - Intracommunautaire,AP-IC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,204
lu_2011_tax_AP-IC-15-n,Achat Prestations 15% - Intracommunautaire (-),AP-IC-15-n,purchase,percent,-0.15,0,lu_2011_tax_AP-IC-15,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-15-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-15-n,lu_2011_chart_1,1205
lu_2011_tax_AP-IC-15-p,Achat Prestations 15% - Intracommunautaire (+),AP-IC-15-p,purchase,percent,0.15,0,lu_2011_tax_AP-IC-15,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-15,lu_tax_code_template_t_AP-IC-15,-1.0,-1.0,lu_tax_code_template_b_AP-IC-15,lu_tax_code_template_t_AP-IC-15,lu_2011_chart_1,1206
lu_2015_tax_AP-IC-17,Achat Prestations 17% - Intracommunautaire,AP-IC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,207
lu_2015_tax_AP-IC-17-n,Achat Prestations 17% - Intracommunautaire (-),AP-IC-17-n,purchase,percent,-0.17,0,lu_2015_tax_AP-IC-17,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-17-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-17-n,lu_2011_chart_1,1208
lu_2015_tax_AP-IC-17-p,Achat Prestations 17% - Intracommunautaire (+),AP-IC-17-p,purchase,percent,0.17,0,lu_2015_tax_AP-IC-17,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-17,lu_tax_code_template_t_AP-IC-17,-1.0,-1.0,lu_tax_code_template_b_AP-IC-17,lu_tax_code_template_t_AP-IC-17,lu_2011_chart_1,1209
lu_2011_tax_AP-IC-3,Achat Prestations 3% - Intracommunautaire,AP-IC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,210
lu_2011_tax_AP-IC-3-n,Achat Prestations 3% - Intracommunautaire (-),AP-IC-3-n,purchase,percent,-0.03,0,lu_2011_tax_AP-IC-3,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-3-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-3-n,lu_2011_chart_1,1211
lu_2011_tax_AP-IC-3-p,Achat Prestations 3% - Intracommunautaire (+),AP-IC-3-p,purchase,percent,0.03,0,lu_2011_tax_AP-IC-3,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-3,lu_tax_code_template_t_AP-IC-3,-1.0,-1.0,lu_tax_code_template_b_AP-IC-3,lu_tax_code_template_t_AP-IC-3,lu_2011_chart_1,1212
lu_2011_tax_AP-IC-6,Achat Prestations 6% - Intracommunautaire,AP-IC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,213
lu_2011_tax_AP-IC-6-n,Achat Prestations 6% - Intracommunautaire (-),AP-IC-6-n,purchase,percent,-0.06,0,lu_2011_tax_AP-IC-6,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-6-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-6-n,lu_2011_chart_1,1214
lu_2011_tax_AP-IC-6-p,Achat Prestations 6% - Intracommunautaire (+),AP-IC-6-p,purchase,percent,0.06,0,lu_2011_tax_AP-IC-6,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-6,lu_tax_code_template_t_AP-IC-6,-1.0,-1.0,lu_tax_code_template_b_AP-IC-6,lu_tax_code_template_t_AP-IC-6,lu_2011_chart_1,1215
lu_2015_tax_AP-IC-8,Achat Prestations 8% - Intracommunautaire,AP-IC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,216
lu_2015_tax_AP-IC-8-n,Achat Prestations 8% - Intracommunautaire (-),AP-IC-8-n,purchase,percent,-0.08,0,lu_2015_tax_AP-IC-8,lu_2011_account_4614112,lu_2011_account_4614112,-1.0,-1.0,,lu_tax_code_template_t_AP-IC-8-n,1.0,1.0,,lu_tax_code_template_t_AP-IC-8-n,lu_2011_chart_1,1217
lu_2015_tax_AP-IC-8-p,Achat Prestations 8% - Intracommunautaire (+),AP-IC-8-p,purchase,percent,0.08,0,lu_2015_tax_AP-IC-8,lu_2011_account_4216112,lu_2011_account_4216112,1.0,1.0,lu_tax_code_template_b_AP-IC-8,lu_tax_code_template_t_AP-IC-8,-1.0,-1.0,lu_tax_code_template_b_AP-IC-8,lu_tax_code_template_t_AP-IC-8,lu_2011_chart_1,1218
lu_2011_tax_AP-PA-0,Achat Prestations 0% - Pays,AP-PA-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_AP-PA-0,,-1.0,-1.0,lu_tax_code_template_b_AP-PA-0,,lu_2011_chart_1,219
lu_2011_tax_AP-PA-12,Achat Prestations 12% - Pays,AP-PA-12,purchase,percent,0.12,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-12,lu_tax_code_template_t_AP-PA-12,-1.0,-1.0,lu_tax_code_template_b_AP-PA-12,lu_tax_code_template_t_AP-PA-12,lu_2011_chart_1,220
lu_2015_tax_AP-PA-14,Achat Prestations 14% - Pays,AP-PA-14,purchase,percent,0.14,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-14,lu_tax_code_template_t_AP-PA-14,-1.0,-1.0,lu_tax_code_template_b_AP-PA-14,lu_tax_code_template_t_AP-PA-14,lu_2011_chart_1,221
lu_2011_tax_AP-PA-15,Achat Prestations 15% - Pays,AP-PA-15,purchase,percent,0.15,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-15,lu_tax_code_template_t_AP-PA-15,-1.0,-1.0,lu_tax_code_template_b_AP-PA-15,lu_tax_code_template_t_AP-PA-15,lu_2011_chart_1,222
lu_2015_tax_AP-PA-17,Achat Prestations 17% - Pays,AP-PA-17,purchase,percent,0.17,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-17,lu_tax_code_template_t_AP-PA-17,-1.0,-1.0,lu_tax_code_template_b_AP-PA-17,lu_tax_code_template_t_AP-PA-17,lu_2011_chart_1,223
lu_2011_tax_AP-PA-3,Achat Prestations 3% - Pays,AP-PA-3,purchase,percent,0.03,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-3,lu_tax_code_template_t_AP-PA-3,-1.0,-1.0,lu_tax_code_template_b_AP-PA-3,lu_tax_code_template_t_AP-PA-3,lu_2011_chart_1,224
lu_2011_tax_AP-PA-6,Achat Prestations 6% - Pays,AP-PA-6,purchase,percent,0.06,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-6,lu_tax_code_template_t_AP-PA-6,-1.0,-1.0,lu_tax_code_template_b_AP-PA-6,lu_tax_code_template_t_AP-PA-6,lu_2011_chart_1,225
lu_2015_tax_AP-PA-8,Achat Prestations 8% - Pays,AP-PA-8,purchase,percent,0.08,0,,lu_2011_account_4216111,lu_2011_account_4216111,1.0,1.0,lu_tax_code_template_b_AP-PA-8,lu_tax_code_template_t_AP-PA-8,-1.0,-1.0,lu_tax_code_template_b_AP-PA-8,lu_tax_code_template_t_AP-PA-8,lu_2011_chart_1,226
lu_2011_tax_FB-EC-0,Frais Biens Exonéré - Extracommunautaire,FB-EC-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FB-EC-0,,-1.0,-1.0,lu_tax_code_template_b_FB-EC-0,,lu_2011_chart_1,227
lu_2011_tax_FB-EC-12,Frais Biens 12% - Extracommunautaire,FB-EC-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,228
lu_2011_tax_FB-EC-12-n,Frais Biens 12% - Extracommunautaire (-),FB-EC-12-n,purchase,percent,-0.12,0,lu_2011_tax_FB-EC-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-12-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-12-n,lu_2011_chart_1,1229
lu_2011_tax_FB-EC-12-p,Frais Biens 12% - Extracommunautaire (+),FB-EC-12-p,purchase,percent,0.12,0,lu_2011_tax_FB-EC-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-12,lu_tax_code_template_t_FB-EC-12,-1.0,-1.0,lu_tax_code_template_b_FB-EC-12,lu_tax_code_template_t_FB-EC-12,lu_2011_chart_1,1230
lu_2015_tax_FB-EC-14,Frais Biens 14% - Extracommunautaire,FB-EC-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,231
lu_2015_tax_FB-EC-14-n,Frais Biens 14% - Extracommunautaire (-),FB-EC-14-n,purchase,percent,-0.14,0,lu_2015_tax_FB-EC-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-14-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-14-n,lu_2011_chart_1,1232
lu_2015_tax_FB-EC-14-p,Frais Biens 14% - Extracommunautaire (+),FB-EC-14-p,purchase,percent,0.14,0,lu_2015_tax_FB-EC-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-14,lu_tax_code_template_t_FB-EC-14,-1.0,-1.0,lu_tax_code_template_b_FB-EC-14,lu_tax_code_template_t_FB-EC-14,lu_2011_chart_1,1233
lu_2011_tax_FB-EC-15,Frais Biens 15% - Extracommunautaire,FB-EC-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,234
lu_2011_tax_FB-EC-15-n,Frais Biens 15% - Extracommunautaire (-),FB-EC-15-n,purchase,percent,-0.15,0,lu_2011_tax_FB-EC-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-15-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-15-n,lu_2011_chart_1,1235
lu_2011_tax_FB-EC-15-p,Frais Biens 15% - Extracommunautaire (+),FB-EC-15-p,purchase,percent,0.15,0,lu_2011_tax_FB-EC-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-15,lu_tax_code_template_t_FB-EC-15,-1.0,-1.0,lu_tax_code_template_b_FB-EC-15,lu_tax_code_template_t_FB-EC-15,lu_2011_chart_1,1236
lu_2015_tax_FB-EC-17,Frais Biens 17% - Extracommunautaire,FB-EC-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,237
lu_2015_tax_FB-EC-17-n,Frais Biens 17% - Extracommunautaire (-),FB-EC-17-n,purchase,percent,-0.17,0,lu_2015_tax_FB-EC-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-17-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-17-n,lu_2011_chart_1,1238
lu_2015_tax_FB-EC-17-p,Frais Biens 17% - Extracommunautaire (+),FB-EC-17-p,purchase,percent,0.17,0,lu_2015_tax_FB-EC-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-17,lu_tax_code_template_t_FB-EC-17,-1.0,-1.0,lu_tax_code_template_b_FB-EC-17,lu_tax_code_template_t_FB-EC-17,lu_2011_chart_1,1239
lu_2011_tax_FB-EC-3,Frais Biens 3% - Extracommunautaire,FB-EC-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,240
lu_2011_tax_FB-EC-3-n,Frais Biens 3% - Extracommunautaire (-),FB-EC-3-n,purchase,percent,-0.03,0,lu_2011_tax_FB-EC-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-3-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-3-n,lu_2011_chart_1,1241
lu_2011_tax_FB-EC-3-p,Frais Biens 3% - Extracommunautaire (+),FB-EC-3-p,purchase,percent,0.03,0,lu_2011_tax_FB-EC-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-3,lu_tax_code_template_t_FB-EC-3,-1.0,-1.0,lu_tax_code_template_b_FB-EC-3,lu_tax_code_template_t_FB-EC-3,lu_2011_chart_1,1242
lu_2011_tax_FB-EC-6,Frais Biens 6% - Extracommunautaire,FB-EC-6,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,243
lu_2011_tax_FB-EC-6-n,Frais Biens 6% - Extracommunautaire (-),FB-EC-6-n,purchase,percent,-0.06,0,lu_2011_tax_FB-EC-6,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-6-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-6-n,lu_2011_chart_1,1244
lu_2011_tax_FB-EC-6-p,Frais Biens 6% - Extracommunautaire (+),FB-EC-6-p,purchase,percent,0.06,0,lu_2011_tax_FB-EC-6,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-6,lu_tax_code_template_t_FB-EC-6,-1.0,-1.0,lu_tax_code_template_b_FB-EC-6,lu_tax_code_template_t_FB-EC-6,lu_2011_chart_1,1245
lu_2015_tax_FB-EC-8,Frais Biens 8% - Extracommunautaire,FB-EC-8,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,246
lu_2015_tax_FB-EC-8-n,Frais Biens 8% - Extracommunautaire (-),FB-EC-8-n,purchase,percent,-0.08,0,lu_2015_tax_FB-EC-8,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-EC-8-n,1.0,1.0,,lu_tax_code_template_t_FB-EC-8-n,lu_2011_chart_1,1247
lu_2015_tax_FB-EC-8-p,Frais Biens 8% - Extracommunautaire (+),FB-EC-8-p,purchase,percent,0.08,0,lu_2015_tax_FB-EC-8,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-EC-8,lu_tax_code_template_t_FB-EC-8,-1.0,-1.0,lu_tax_code_template_b_FB-EC-8,lu_tax_code_template_t_FB-EC-8,lu_2011_chart_1,1248
lu_2015_tax_FB-ECP-0,Frais Biens Exonéré - Extracommunautaire fin privées,FB-ECP-0,purchase,percent,0.0,0,,,,1.0,1.0,lu_tax_code_template_b_FB-ECP-0,,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-0,,lu_2011_chart_1,249
lu_2015_tax_FB-ECP-12,Frais Biens 12% - Extracommunautaire fin privées,FB-ECP-12,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,250
lu_2015_tax_FB-ECP-12-n,Frais Biens 12% - Extracommunautaire fin privées (-),FB-ECP-12-n,purchase,percent,-0.12,0,lu_2015_tax_FB-ECP-12,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-12-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-12-n,lu_2011_chart_1,1251
lu_2015_tax_FB-ECP-12-p,Frais Biens 12% - Extracommunautaire fin privées (+),FB-ECP-12-p,purchase,percent,0.12,0,lu_2015_tax_FB-ECP-12,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-12,lu_tax_code_template_t_FB-ECP-12,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-12,lu_tax_code_template_t_FB-ECP-12,lu_2011_chart_1,1252
lu_2015_tax_FB-ECP-14,Frais Biens 14% - Extracommunautaire fin privées,FB-ECP-14,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,253
lu_2015_tax_FB-ECP-14-n,Frais Biens 14% - Extracommunautaire fin privées (-),FB-ECP-14-n,purchase,percent,-0.14,0,lu_2015_tax_FB-ECP-14,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-14-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-14-n,lu_2011_chart_1,1254
lu_2015_tax_FB-ECP-14-p,Frais Biens 14% - Extracommunautaire fin privées (+),FB-ECP-14-p,purchase,percent,0.14,0,lu_2015_tax_FB-ECP-14,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-14,lu_tax_code_template_t_FB-ECP-14,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-14,lu_tax_code_template_t_FB-ECP-14,lu_2011_chart_1,1255
lu_2015_tax_FB-ECP-15,Frais Biens 15% - Extracommunautaire fin privées,FB-ECP-15,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,256
lu_2015_tax_FB-ECP-15-n,Frais Biens 15% - Extracommunautaire fin privées (-),FB-ECP-15-n,purchase,percent,-0.15,0,lu_2015_tax_FB-ECP-15,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-15-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-15-n,lu_2011_chart_1,1257
lu_2015_tax_FB-ECP-15-p,Frais Biens 15% - Extracommunautaire fin privées (+),FB-ECP-15-p,purchase,percent,0.15,0,lu_2015_tax_FB-ECP-15,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-15,lu_tax_code_template_t_FB-ECP-15,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-15,lu_tax_code_template_t_FB-ECP-15,lu_2011_chart_1,1258
lu_2015_tax_FB-ECP-17,Frais Biens 17% - Extracommunautaire fin privées,FB-ECP-17,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,259
lu_2015_tax_FB-ECP-17-n,Frais Biens 17% - Extracommunautaire fin privées (-),FB-ECP-17-n,purchase,percent,-0.17,0,lu_2015_tax_FB-ECP-17,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-17-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-17-n,lu_2011_chart_1,1260
lu_2015_tax_FB-ECP-17-p,Frais Biens 17% - Extracommunautaire fin privées (+),FB-ECP-17-p,purchase,percent,0.17,0,lu_2015_tax_FB-ECP-17,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-17,lu_tax_code_template_t_FB-ECP-17,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-17,lu_tax_code_template_t_FB-ECP-17,lu_2011_chart_1,1261
lu_2015_tax_FB-ECP-3,Frais Biens 3% - Extracommunautaire fin privées,FB-ECP-3,purchase,percent,1.0,1,,,,1.0,1.0,,,-1.0,-1.0,,,lu_2011_chart_1,262
lu_2015_tax_FB-ECP-3-n,Frais Biens 3% - Extracommunautaire fin privées (-),FB-ECP-3-n,purchase,percent,-0.03,0,lu_2015_tax_FB-ECP-3,lu_2011_account_4614113,lu_2011_account_4614113,-1.0,-1.0,,lu_tax_code_template_t_FB-ECP-3-n,1.0,1.0,,lu_tax_code_template_t_FB-ECP-3-n,lu_2011_chart_1,1263
lu_2015_tax_FB-ECP-3-p,Frais Biens 3% - Extracommunautaire fin privées (+),FB-ECP-3-p,purchase,percent,0.03,0,lu_2015_tax_FB-ECP-3,lu_2011_account_4216113,lu_2011_account_4216113,1.0,1.0,lu_tax_code_template_b_FB-ECP-3,lu_tax_code_template_t_FB-ECP-3,-1.0,-1.0,lu_tax_code_template_b_FB-ECP-3,lu_tax_code_template_t_FB-ECP-3,lu_2011_chart_1,1264
